bestFitness,diversity,meanFitness,worstFitness,probability
14.667178121179662,1000,10.724920486610747,8.27550695173008;0.1
15.445163546535525,355,12.805989590870105,12.229008313946519;0.1
15.761529041651391,116,14.52699302528179,15.104215215547367;0.1
15.933889783651631,44,15.184728301601828,13.150501959257028;0.1
15.933889783651631,22,15.388237226697187,15.445163546535525;0.1
15.985054623993115,35,15.464037456077676,15.445163546535525;0.1
15.985054623993115,44,15.551216313631915,15.445163546535525;0.1
15.985054623993115,14,15.666895206957516,15.445163546535525;0.1
16.04111438100956,27,15.729203223972508,15.445163546535525;0.1
15.985054623993115,14,15.795322031753164,15.761529041651391;0.1
15.985054623993115,21,15.846565438164795,15.761529041651391;0.1
16.079941433546082,32,15.874154151149806,15.933889783651631;0.1
16.079941433546082,29,15.913943567603662,15.933889783651631;0.1
16.079941433546082,30,15.929520757922273,15.761529041651391;0.1
16.079941433546082,30,15.946383859163246,15.933889783651631;0.1
16.079941433546082,28,15.951974647139425,15.985054623993115;0.1
16.079941433546082,34,15.945677532720628,15.933889783651631;0.1
16.079941433546082,26,15.962159132107153,15.985054623993115;0.1
16.079941433546082,27,15.957546952809496,15.933889783651631;0.1
16.079941433546082,33,15.950976223902359,15.985054623993115;0.1
16.079941433546082,29,15.965571698485874,15.985054623993115;0.1
16.079941433546082,26,15.964639277807965,15.985054623993115;0.1
16.079941433546082,32,15.961571704147554,15.985054623993115;0.1
16.079941433546082,31,15.969828659626803,15.985054623993115;0.1
16.079941433546082,38,15.9518955616637,14.231982598834428;0.1
16.081438167586846,36,15.964661346619128,15.985054623993115;0.1
16.079941433546082,31,15.97187928277563,15.985054623993115;0.1
16.079941433546082,29,15.984399332018382,15.985054623993115;0.1
16.079941433546082,38,15.996453995631276,15.985054623993115;0.1
16.079941433546082,43,16.01342927644205,15.985054623993115;0.1
16.079941433546082,46,16.018401152770664,15.985054623993115;0.1
16.079941433546082,37,16.03254992861869,16.055874691676237;0.1
16.079941433546082,34,16.039504685163532,16.055874691676237;0.1
16.081853229238476,32,16.04205256717803,16.055874691676237;0.1
16.081853229238476,28,16.04951638850006,16.055874691676237;0.1
16.081853229238476,26,16.056199010263715,15.973289505769303;0.1
16.081853229238476,25,16.056210238512623,16.079941433546082;0.1
16.081853229238476,27,16.05434109440409,16.079941433546082;0.1
16.081853229238476,32,16.0511191279778,16.079941433546082;0.1
16.081853229238476,29,16.052204640394088,16.079941433546082;0.1
16.081853229238476,29,16.055486929036448,15.555841806657977;0.1
16.081853229238476,31,16.048592175386855,16.079941433546082;0.1
16.081853229238476,29,16.048398682890184,16.079941433546082;0.1
16.083011605939383,24,16.06129259209305,16.079941433546082;0.1
16.081853229238476,28,16.053307737963056,16.079941433546082;0.1
16.081853229238476,25,16.059482172152965,16.079941433546082;0.1
16.081853229238476,28,16.05448898638892,16.079941433546082;0.1
16.081853229238476,31,16.045972559439555,16.079941433546082;0.1
16.081853229238476,33,16.0536240348539,16.079941433546082;0.1
16.081853229238476,32,16.047071867606938,16.079941433546082;0.1
16.081853229238476,38,16.05296291728812,16.079941433546082;0.1
16.081853229238476,35,16.04761015675837,16.079941433546082;0.1
16.08222046706328,34,16.05546772049264,16.079941433546082;0.1
16.081853229238476,35,16.05259943256108,15.736112008055237;0.1
16.081853229238476,31,16.056508510675695,16.079941433546082;0.1
16.081853229238476,33,16.05109669862514,16.079941433546082;0.1
16.081853229238476,23,16.066613517540798,16.079941433546082;0.1
16.083642214216418,28,16.05573402789197,16.079941433546082;0.1
16.083642214216418,30,16.052801104874263,16.081853229238476;0.1
16.083642214216418,30,16.055885431227782,16.079941433546082;0.1
16.083642214216418,26,16.059360470368368,16.079941433546082;0.1
16.083642214216418,30,16.059747105015678,16.079941433546082;0.1
16.083642214216418,30,16.053912940335444,16.081853229238476;0.1
16.083642214216418,30,16.052977871924604,16.079941433546082;0.1
16.083642214216418,26,16.059645801188978,15.708334488561686;0.1
16.083642214216418,27,16.06246743696304,16.079941433546082;0.1
16.083642214216418,28,16.05306088599337,15.708334488561686;0.1
16.083642214216418,30,16.050363987493007,16.079941433546082;0.1
16.083642214216418,32,16.054021147963145,16.081853229238476;0.1
16.083642214216418,29,16.057463913473175,16.081853229238476;0.1
16.083642214216418,32,16.056423961215607,16.081853229238476;0.1
16.083642214216418,33,16.052509208865146,16.081853229238476;0.1
16.083642214216418,33,16.056482184200735,16.081853229238476;0.1
16.083642214216418,28,16.057042018393638,16.081853229238476;0.1
16.083642214216418,33,16.059892290960903,15.80317826005934;0.1
16.083642214216418,32,16.06194412694737,16.081853229238476;0.1
16.083642214216418,31,16.06397365338456,16.081853229238476;0.1
16.08418389358251,28,16.062250961960412,16.081853229238476;0.1
16.083642214216418,28,16.060397290595905,16.081853229238476;0.1
16.083642214216418,24,16.066594968918526,16.081853229238476;0.1
16.083642214216418,33,16.05000053634311,16.081853229238476;0.1
16.083642214216418,33,16.056706170516158,16.081853229238476;0.1
16.083642214216418,35,16.051691413647074,16.081853229238476;0.1
16.083642214216418,24,16.056759249680255,15.41002668524429;0.1
16.083642214216418,27,16.05661019259106,16.081853229238476;0.1
16.084236855050538,30,16.0540265707093,16.081853229238476;0.1
16.084236855050538,28,16.050751092559953,16.083642214216418;0.1
16.084236855050538,28,16.049592058901563,16.081853229238476;0.1
16.084236855050538,23,16.06413413224962,16.083642214216418;0.1
16.084236855050538,31,16.055192434839714,16.083642214216418;0.1
16.084236855050538,26,16.065090182835387,16.083642214216418;0.1
16.084236855050538,28,16.066122560216183,16.081853229238476;0.1
16.084236855050538,33,16.05082041153031,16.081853229238476;0.1
16.084236855050538,22,16.069272381678484,16.081853229238476;0.1
16.084236855050538,25,16.06935925366223,15.534694097525787;0.1
16.084236855050538,32,16.05590904955186,16.081853229238476;0.1
16.084236855050538,34,16.05082620282734,16.083642214216418;0.1
16.084236855050538,25,16.061338288413417,16.083642214216418;0.1
16.084236855050538,29,16.05843611868232,16.081853229238476;0.1
16.084236855050538,26,16.06312196295946,16.081853229238476;0.1
16.084236855050538,26,16.05994362629206,16.081853229238476;0.1
16.084236855050538,25,16.05998505995943,15.739697351125255;0.1
16.084236855050538,34,16.04795577333596,16.083642214216418;0.1
16.084236855050538,31,16.045972959005933,16.083642214216418;0.1
16.084236855050538,28,16.05730456148707,16.083642214216418;0.1
16.084236855050538,33,16.057450542753262,16.083642214216418;0.1
16.084236855050538,42,16.04884930229897,15.396108604939728;0.1
16.084236855050538,34,16.0631125918377,16.083642214216418;0.1
16.084236855050538,31,16.058727366485734,16.083642214216418;0.1
16.084236855050538,36,16.06168046943732,16.083642214216418;0.1
16.084236855050538,38,16.05490676908884,16.083642214216418;0.1
16.084236855050538,34,16.06303417979004,16.083642214216418;0.1
16.084236855050538,47,16.044845721127366,16.083642214216418;0.1
16.084236855050538,39,16.05421319763317,15.986909796346012;0.1
16.084236855050538,43,16.047713786244415,16.083642214216418;0.1
16.084236855050538,39,16.054788279047504,16.083642214216418;0.1
16.084236855050538,38,16.045448885506502,16.083642214216418;0.1
16.084236855050538,39,16.047018522235085,16.083642214216418;0.1
16.084236855050538,27,16.06288901344842,16.083642214216418;0.1
16.084236855050538,32,16.055756947736135,16.083642214216418;0.1
16.084236855050538,30,16.060569968361662,16.084019123703563;0.1
16.084236855050538,28,16.055332914108863,16.083642214216418;0.1
16.084236855050538,25,16.058443745657435,16.083642214216418;0.1
16.084236855050538,23,16.06805513791151,16.084236855050538;0.1
16.084236855050538,23,16.068462205383863,16.083642214216418;0.1
16.084236855050538,28,16.059881591184453,16.084019123703563;0.1
16.084236855050538,28,16.05605960355775,16.083642214216418;0.1
16.084236855050538,31,16.048489978244667,16.083642214216418;0.1
16.084236855050538,30,16.05898088249985,16.084236855050538;0.1
16.084236855050538,26,16.06449792621353,16.084236855050538;0.1
16.084236855050538,31,16.058632933416046,16.084236855050538;0.1
16.084236855050538,24,16.057556405495085,16.084236855050538;0.1
16.084236855050538,25,16.06301836854137,16.084019123703563;0.1
16.084236855050538,26,16.063312153551927,15.408528484163547;0.1
16.084236855050538,28,16.05522879020885,16.084236855050538;0.1
16.084236855050538,31,16.055636860522434,16.084236855050538;0.1
16.084236855050538,31,16.048036743785794,16.084236855050538;0.1
16.084236855050538,32,16.057902059834433,16.084236855050538;0.1
16.084236855050538,30,16.049108923485452,16.084236855050538;0.1
16.084236855050538,34,16.052384425347284,15.874383717080695;0.1
16.084236855050538,27,16.058866982739865,16.084236855050538;0.1
16.084236855050538,33,16.05642180253964,16.084236855050538;0.1
16.084236855050538,32,16.041565564498846,16.084236855050538;0.1
16.084236855050538,24,16.06077935984218,16.084236855050538;0.1
16.084236855050538,25,16.05805868355945,16.084236855050538;0.1
16.084236855050538,32,16.05380581805257,16.084236855050538;0.1
16.084236855050538,26,16.06054160768303,16.084236855050538;0.1
16.084236855050538,28,16.059041093404502,16.084236855050538;0.1
16.084236855050538,31,16.05498650021896,16.084236855050538;0.1
16.084236855050538,27,16.051433682112503,16.084236855050538;0.1
16.084236855050538,29,16.04220106255178,16.084236855050538;0.1
16.084236855050538,30,16.05063444105264,16.084236855050538;0.1
16.08429190850461,29,16.056322157122203,16.084236855050538;0.1
16.08429190850461,34,16.046800633139,15.710606687282922;0.1
16.08429190850461,26,16.067159316346146,16.084236855050538;0.1
16.08429190850461,25,16.058034153312796,16.084236855050538;0.1
16.08429190850461,25,16.061103350340673,16.084236855050538;0.1
16.08429190850461,24,16.058649181923684,16.084236855050538;0.1
16.08429190850461,30,16.058463935632552,16.084236855050538;0.1
16.08429190850461,30,16.0623079534685,16.084236855050538;0.1
16.08429190850461,32,16.059659188335708,14.481432713270213;0.1
16.08429190850461,35,16.052537615503987,16.084236855050538;0.1
16.08429190850461,37,16.051117812252368,16.084236855050538;0.1
16.08429190850461,33,16.049388261204243,16.084236855050538;0.1
16.08429190850461,27,16.0645421277596,16.084236855050538;0.1
